"Entity","Business Entities","Products","Data Flow","Scan Findings","Data Element","Sensitivity","Language","File Path","Field Name","Location","Source URL","Database Name","Database Instance Name","Table and Column Name","Operation Type","Operation","API Endpoint","API Field Names","Confidence"
"Amazon S3","","","","test_connection: denisolt-test-bucket/sample-file.parquet","Weight","","REST API","","","","","denisolt-test-bucket","","sample-file.parquet.attributes","","","","attributes","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Age","","","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.dob.age","","","","dob.age","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Age","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.registered.age","","","","registered.age","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Credentials","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.login.password","","","","login.password","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","DateOfBirth","Medium","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.dob.date","","","","dob.date","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","DateOfBirth","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.dob.age","","","","dob.age","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","DateOfBirth","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.dob","","","","dob","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","EmailAddress","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.email","","","","email","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","EmailAddress","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.email","","","","email","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Gender","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.gender","","","","gender","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Name","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.email","","","","email","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Name","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.name.title","","","","name.title","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Name","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.name.first","","","","name.first","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Name","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.name.last","","","","name.last","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Photos","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.picture.large","","","","picture.large","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Photos","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.picture.medium","","","","picture.medium","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Photos","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.picture.thumbnail","","","","picture.thumbnail","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","Photos","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.picture","","","","picture","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","SocialSecurityNumber","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.id.value","","","","id.value","Possible"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","SocialSecurityNumber","High","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.id.name","","","","id.name","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","TelephoneNumber","High","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.phone","","","","phone","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","TelephoneNumber","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.phone","","","","phone","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","TelephoneNumber","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.cell","","","","cell","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","UID","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.login.uuid","","","","login.uuid","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/SAMPLE.json","UserID","","REST API","","","","","denisolt-test-bucket","","a/b/SAMPLE.json.login.username","","","","login.username","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","AdvertiserID","","","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.idfa","","","","idfa","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","Cookies","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.session_id","","","","session_id","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","Country","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.country","","","","country","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","DeviceID","","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.device_id","","","","device_id","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","DeviceInformation","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.device_type","","","","device_type","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","DeviceOperatingSystem","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.os_name","","","","os_name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","IPAddress","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.ip_address","","","","ip_address","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","IPAddress","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.ip_address","","","","ip_address","Possible"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","Location","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.country","","","","country","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","Location","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.location_lat","","","","location_lat","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","Location","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.location_lng","","","","location_lng","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","Location","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.city","","","","city","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","Location","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.dma","","","","dma","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","PhysicalAddress","Medium","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.city","","","","city","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","PhysicalAddress","","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.region","","","","region","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","UID","","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.uuid","","","","uuid","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet","UserID","","REST API","","","","","denisolt-test-bucket","","deni/part-00001-cb8d1347-995f-4a72-9e1f-09fac9c5221b-c000.zstd.parquet.user_id","","","","user_id","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/sample.snappy.parquet","Country","","","","","","","denisolt-test-bucket","","deni/sample.snappy.parquet.country","","","","country","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/sample.snappy.parquet","DeviceOperatingSystem","","REST API","","","","","denisolt-test-bucket","","deni/sample.snappy.parquet.os_name","","","","os_name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/deni/sample.snappy.parquet","Location","Medium","REST API","","","","","denisolt-test-bucket","","deni/sample.snappy.parquet.country","","","","country","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Country","","","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.country","","","","country","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","EducationData","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.education","","","","education","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","EmailAddress","Medium","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.email","","","","email","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","EmailAddress","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.email","","","","email","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Gender","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.gender","","","","gender","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","JobDetails","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.job_title","","","","job_title","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Location","Medium","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.city","","","","city","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Location","Medium","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.education","","","","education","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Location","Medium","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.country","","","","country","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Name","Medium","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.last_name","","","","last_name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Name","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.first_name","","","","first_name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Name","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.first_name","","","","first_name","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Name","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.last_name","","","","last_name","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","Name","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.street","","","","street","Possible"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","PhysicalAddress","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.city","","","","city","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","PhysicalAddress","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.street","","","","street","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","PhysicalAddress","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.state","","","","state","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","PhysicalAddress","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.education","","","","education","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","TelephoneNumber","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.phone_number","","","","phone_number","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/MOCK_DATA_outreach.csv","TelephoneNumber","","REST API","","","","","denisolt-test-bucket","","a/b/MOCK_DATA_outreach.csv.phone_number","","","","phone_number","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/certificate.pem","Credentials","","","","","","","","","","","","Api_Response ID: [s3_indexed_bucket=denisolt-test-bucket].[s3_indexed_object_path=a/b/certificate.pem]","__filepath__","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/traian.mpg","Videos","","","","","","","","","","","","Api_Response ID: [s3_indexed_bucket=denisolt-test-bucket].[s3_indexed_object_path=a/b/traian.mpg]","__filepath__","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/dataset-2-parquet/","DateOfBirth","","","","","","","denisolt-test-bucket","","dataset-2-parquet/.dob","","","","dob","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/dataset-2-parquet/","PhysicalHealth","","REST API","","","","","denisolt-test-bucket","","dataset-2-parquet/.Heart Rate","","","","Heart Rate","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/dataset-1-parquet/","DateOfBirth","","","","","","","denisolt-test-bucket","","dataset-1-parquet/.dob","","","","dob","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/dataset-1-parquet/","EmailAddress","","REST API","","","","","denisolt-test-bucket","","dataset-1-parquet/.email","","","","email","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/biostats.csv","SexualData","","","","","","","denisolt-test-bucket","","a/b/biostats.csv.""Sex""","","","","""Sex""","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/addresses.csv.gz","Name","","","","","","","denisolt-test-bucket","","a/b/addresses.csv.gz.last name","","","","last name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/addresses.csv.gz","Name","","REST API","","","","","denisolt-test-bucket","","a/b/addresses.csv.gz.first name","","","","first name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/addresses.csv.gz","PhysicalAddress","","REST API","","","","","denisolt-test-bucket","","a/b/addresses.csv.gz.city","","","","city","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/addresses.csv.gz","PhysicalAddress","","REST API","","","","","denisolt-test-bucket","","a/b/addresses.csv.gz.zip code","","","","zip code","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.feather","Age","","","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.feather]","Age","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.xlsx","Age","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.xlsx]","Age","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.feather","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.feather]","Name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.xlsx","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.xlsx]","Name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.feather","PhysicalAddress","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.feather]","Address","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.feather","PhysicalAddress","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.feather]","Address","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.xlsx","PhysicalAddress","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.xlsx]","Address","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.xlsx","PhysicalAddress","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.xlsx]","Address","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.pptx","Age","","","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.pptx","Location","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.pptx","Name","Medium","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.pptx","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Possible"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.pptx","PhysicalAddress","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pptx]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.pdf","Location","","","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pdf]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.pdf","Name","Medium","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pdf]","content","Possible"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.pdf","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.pdf]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.docx","PaymentCard","","","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.docx]","content","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.log","PaymentCard","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.log]","content","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample.rtf","PaymentCard","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample.rtf]","content","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample_pii_file.txt","DateOfBirth","","","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","DateOfBirth","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample_pii_file.txt","EmailAddress","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","EmailAddress","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample_pii_file.txt","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","Name","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Possible"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample_pii_file.txt","PaymentCard","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/sample_pii_file.txt","PaymentCard","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/b/sample_pii_file.txt]","content","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","PaymentCard","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","PaymentCard","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Possible"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/text-dump/sample_large_pii_file.txt","PaymentCard","","REST API","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/sample_large_pii_file.txt]","content","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/text-dump/main.log","Name","","","","","","","","","","","","Api_Response ID: [s3_unstructured_object_bucket=denisolt-test-bucket].[s3_unstructured_object=a/text-dump/main.log]","content","Possible"
"Amazon S3","","","","test_connection: denisolt-test-bucket/dataset-1-csv/","Age","","","","","","","denisolt-test-bucket","","dataset-1-csv/.Age","","","","Age","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/dataset-1-csv/","Location","","REST API","","","","","denisolt-test-bucket","","dataset-1-csv/.Name","","","","Name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/dataset-1-csv/","Name","Medium","REST API","","","","","denisolt-test-bucket","","dataset-1-csv/.Name","","","","Name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/mlb_players.csv.gz","Age","","","","","","","denisolt-test-bucket","","a/b/mlb_players.csv.gz.""Age""","","","","""Age""","Very Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/mlb_players.csv.gz","Name","","REST API","","","","","denisolt-test-bucket","","a/b/mlb_players.csv.gz.Name","","","","Name","Likely"
"Amazon S3","","","","test_connection: denisolt-test-bucket/a/b/mlb_players.csv.gz","Name","","REST API","","","","","denisolt-test-bucket","","a/b/mlb_players.csv.gz.""Team""","","","","""Team""","Possible"
